param,mape,rmse,da[0:0],da[0:-5],da[0:-10],da[5:0],da[10:0]
BlockRNNModel_input_chunk_length1_modelLSTM_n_epochs15_output_chunk_length1.csv,12.59,8.38,62.86,62.86,62.86,14.29,0.0
BlockRNNModel_input_chunk_length3_modelLSTM_n_epochs15_output_chunk_length1.csv,12.88,8.61,62.86,62.86,62.86,14.29,0.0
BlockRNNModel_input_chunk_length5_modelLSTM_n_epochs15_output_chunk_length1.csv,13.32,8.83,62.86,62.86,62.86,14.29,0.0
TransformerModel_input_chunk_length1_n_epochs15_output_chunk_length1.csv,12.5,8.26,62.86,62.86,62.86,14.29,0.0
TransformerModel_input_chunk_length3_n_epochs15_output_chunk_length1.csv,12.32,8.15,62.86,62.86,62.86,14.29,0.0
TransformerModel_input_chunk_length5_n_epochs15_output_chunk_length1.csv,12.75,8.45,62.86,62.86,62.86,14.29,0.0
XGBModel_lags10_lags_past_covariates10_output_chunk_length1.csv,3.28,2.52,54.29,42.86,42.86,14.29,11.43
XGBModel_lags10_lags_past_covariates1_output_chunk_length1.csv,3.09,2.21,48.57,28.57,28.57,25.71,20.0
XGBModel_lags10_lags_past_covariates2_output_chunk_length1.csv,2.68,2.12,68.57,48.57,48.57,25.71,20.0
XGBModel_lags10_lags_past_covariates5_output_chunk_length1.csv,3.34,2.51,57.14,48.57,48.57,14.29,8.57
XGBModel_lags10_lags_past_covariates6_output_chunk_length1.csv,3.44,2.52,51.43,42.86,42.86,14.29,8.57
XGBModel_lags1_lags_past_covariates10_output_chunk_length1.csv,3.26,2.5,57.14,45.71,45.71,14.29,11.43
XGBModel_lags1_lags_past_covariates1_output_chunk_length1.csv,3.1,2.45,65.71,45.71,45.71,31.43,20.0
XGBModel_lags1_lags_past_covariates5_output_chunk_length1.csv,3.25,2.56,60.0,45.71,45.71,20.0,14.29
XGBModel_lags2_lags_past_covariates10_output_chunk_length1.csv,3.22,2.51,57.14,45.71,45.71,14.29,11.43
XGBModel_lags2_lags_past_covariates2_output_chunk_length1.csv,3.18,2.33,54.29,34.29,34.29,28.57,20.0
XGBModel_lags2_lags_past_covariates6_output_chunk_length1.csv,3.55,2.72,60.0,48.57,48.57,17.14,11.43
XGBModel_lags5_lags_past_covariates10_output_chunk_length1.csv,3.26,2.52,57.14,45.71,45.71,14.29,11.43
XGBModel_lags5_lags_past_covariates1_output_chunk_length1.csv,3.4,2.52,42.86,28.57,28.57,22.86,14.29
XGBModel_lags5_lags_past_covariates5_output_chunk_length1.csv,3.36,2.59,62.86,45.71,45.71,20.0,17.14
XGBModel_lags6_lags_past_covariates10_output_chunk_length1.csv,3.27,2.53,57.14,45.71,45.71,14.29,11.43
XGBModel_lags6_lags_past_covariates2_output_chunk_length1.csv,2.99,2.22,54.29,42.86,42.86,20.0,11.43
XGBModel_lags6_lags_past_covariates6_output_chunk_length1.csv,3.45,2.6,60.0,45.71,45.71,20.0,14.29
