param,mape,rmse,da[0:0],da[0:-5],da[0:-10],da[5:0],da[10:0]
XGBModel_lags10_lags_past_covariates10_output_chunk_length1.csv,5.05,10.12,48.57,22.86,20.0,31.43,28.57
XGBModel_lags10_lags_past_covariates1_output_chunk_length1.csv,4.31,9.54,60.0,31.43,31.43,28.57,28.57
XGBModel_lags10_lags_past_covariates2_output_chunk_length1.csv,4.54,10.29,68.57,34.29,31.43,37.14,37.14
XGBModel_lags10_lags_past_covariates5_output_chunk_length1.csv,4.89,10.32,65.71,34.29,34.29,34.29,31.43
XGBModel_lags10_lags_past_covariates6_output_chunk_length1.csv,4.42,9.69,62.86,31.43,28.57,37.14,34.29
XGBModel_lags1_lags_past_covariates10_output_chunk_length1.csv,5.03,10.04,51.43,22.86,20.0,34.29,31.43
XGBModel_lags1_lags_past_covariates1_output_chunk_length1.csv,5.33,11.3,51.43,25.71,25.71,25.71,25.71
XGBModel_lags1_lags_past_covariates3_output_chunk_length1.csv,5.3,11.36,48.57,28.57,25.71,22.86,22.86
XGBModel_lags1_lags_past_covariates5_output_chunk_length1.csv,5.04,10.51,51.43,20.0,20.0,31.43,31.43
XGBModel_lags2_lags_past_covariates10_output_chunk_length1.csv,4.85,9.94,54.29,25.71,22.86,34.29,31.43
XGBModel_lags2_lags_past_covariates2_output_chunk_length1.csv,4.99,11.19,62.86,31.43,28.57,34.29,34.29
XGBModel_lags2_lags_past_covariates6_output_chunk_length1.csv,4.88,9.89,48.57,20.0,17.14,31.43,31.43
XGBModel_lags3_lags_past_covariates1_output_chunk_length1.csv,5.01,10.59,62.86,34.29,34.29,28.57,28.57
XGBModel_lags3_lags_past_covariates3_output_chunk_length1.csv,5.41,11.44,51.43,22.86,20.0,31.43,31.43
XGBModel_lags3_lags_past_covariates5_output_chunk_length1.csv,5.1,10.76,51.43,17.14,17.14,34.29,34.29
XGBModel_lags5_lags_past_covariates10_output_chunk_length1.csv,4.83,9.87,51.43,22.86,20.0,34.29,31.43
XGBModel_lags5_lags_past_covariates1_output_chunk_length1.csv,5.03,10.27,42.86,20.0,20.0,22.86,22.86
XGBModel_lags5_lags_past_covariates3_output_chunk_length1.csv,4.74,10.2,48.57,28.57,25.71,22.86,22.86
XGBModel_lags5_lags_past_covariates5_output_chunk_length1.csv,4.78,10.19,54.29,20.0,20.0,34.29,34.29
XGBModel_lags6_lags_past_covariates10_output_chunk_length1.csv,4.89,10.04,48.57,20.0,17.14,34.29,31.43
XGBModel_lags6_lags_past_covariates2_output_chunk_length1.csv,5.22,11.33,51.43,28.57,25.71,25.71,25.71
XGBModel_lags6_lags_past_covariates6_output_chunk_length1.csv,4.5,9.36,48.57,17.14,14.29,34.29,34.29
