param,mape,rmse,da[0:0],da[0:-5],da[0:-10],da[5:0],da[10:0]
BlockRNNModel_input_chunk_length1_modelLSTM_n_epochs15_output_chunk_length1.csv,7.69,21.81,62.86,22.86,17.14,45.71,45.71
BlockRNNModel_input_chunk_length3_modelLSTM_n_epochs15_output_chunk_length1.csv,7.45,22.1,68.57,22.86,17.14,51.43,51.43
BlockRNNModel_input_chunk_length5_modelLSTM_n_epochs15_output_chunk_length1.csv,7.7,21.37,65.71,25.71,20.0,45.71,45.71
TransformerModel_input_chunk_length1_n_epochs15_output_chunk_length1.csv,7.6,21.46,65.71,25.71,20.0,45.71,45.71
TransformerModel_input_chunk_length3_n_epochs15_output_chunk_length1.csv,8.04,23.05,65.71,25.71,20.0,45.71,45.71
TransformerModel_input_chunk_length5_n_epochs15_output_chunk_length1.csv,7.45,21.03,65.71,17.14,11.43,54.29,54.29
XGBModel_lags10_lags_past_covariates10_output_chunk_length1.csv,2.68,7.12,71.43,28.57,28.57,42.86,42.86
XGBModel_lags10_lags_past_covariates2_output_chunk_length1.csv,2.65,7.03,68.57,31.43,31.43,37.14,37.14
XGBModel_lags10_lags_past_covariates6_output_chunk_length1.csv,2.56,7.29,65.71,31.43,31.43,34.29,34.29
XGBModel_lags2_lags_past_covariates10_output_chunk_length1.csv,2.62,7.15,68.57,25.71,25.71,42.86,42.86
XGBModel_lags2_lags_past_covariates2_output_chunk_length1.csv,2.49,7.03,68.57,40.0,40.0,28.57,28.57
XGBModel_lags2_lags_past_covariates6_output_chunk_length1.csv,2.85,7.83,62.86,22.86,22.86,40.0,40.0
XGBModel_lags6_lags_past_covariates10_output_chunk_length1.csv,2.58,7.08,71.43,28.57,28.57,42.86,42.86
XGBModel_lags6_lags_past_covariates2_output_chunk_length1.csv,2.42,7.18,68.57,34.29,34.29,34.29,34.29
XGBModel_lags6_lags_past_covariates6_output_chunk_length1.csv,2.91,7.92,57.14,22.86,22.86,34.29,34.29
