param,mape,rmse,da[0:0],da[0:-5],da[0:-10],da[5:0],da[10:0]
BlockRNNModel_input_chunk_length1_modelLSTM_n_epochs15_output_chunk_length1.csv,30.51,15.06,40.0,40.0,40.0,5.71,2.86
BlockRNNModel_input_chunk_length3_modelLSTM_n_epochs15_output_chunk_length1.csv,27.39,13.72,37.14,37.14,37.14,5.71,2.86
BlockRNNModel_input_chunk_length5_modelLSTM_n_epochs15_output_chunk_length1.csv,27.05,13.62,40.0,40.0,40.0,5.71,2.86
LinearRegressionModel_lags10_lags_past_covariates10_output_chunk_length1.csv,6.81,4.24,37.14,25.71,25.71,14.29,11.43
LinearRegressionModel_lags10_lags_past_covariates6_output_chunk_length1.csv,5.34,3.37,51.43,25.71,25.71,28.57,25.71
LinearRegressionModel_lags2_lags_past_covariates10_output_chunk_length1.csv,6.81,4.24,37.14,25.71,25.71,14.29,11.43
LinearRegressionModel_lags2_lags_past_covariates6_output_chunk_length1.csv,5.16,3.29,54.29,25.71,25.71,31.43,28.57
LinearRegressionModel_lags6_lags_past_covariates10_output_chunk_length1.csv,6.81,4.24,37.14,25.71,25.71,14.29,11.43
LinearRegressionModel_lags6_lags_past_covariates6_output_chunk_length1.csv,5.18,3.29,54.29,25.71,25.71,31.43,28.57
RandomForest_lags10_lags_past_covariates10_output_chunk_length1.csv,3.56,2.1,65.71,28.57,28.57,37.14,37.14
RandomForest_lags10_lags_past_covariates6_output_chunk_length1.csv,3.79,2.15,60.0,25.71,25.71,34.29,34.29
RandomForest_lags2_lags_past_covariates10_output_chunk_length1.csv,3.58,2.16,62.86,25.71,25.71,37.14,37.14
RandomForest_lags2_lags_past_covariates6_output_chunk_length1.csv,4.01,2.29,57.14,25.71,25.71,31.43,31.43
RandomForest_lags6_lags_past_covariates10_output_chunk_length1.csv,3.7,2.11,60.0,25.71,25.71,37.14,34.29
RandomForest_lags6_lags_past_covariates6_output_chunk_length1.csv,3.73,2.14,65.71,31.43,31.43,34.29,34.29
RegressionModel_lags10_lags_past_covariates10_output_chunk_length1.csv,6.81,4.24,37.14,25.71,25.71,14.29,11.43
RegressionModel_lags10_lags_past_covariates6_output_chunk_length1.csv,5.34,3.37,51.43,25.71,25.71,28.57,25.71
RegressionModel_lags2_lags_past_covariates10_output_chunk_length1.csv,6.81,4.24,37.14,25.71,25.71,14.29,11.43
RegressionModel_lags2_lags_past_covariates6_output_chunk_length1.csv,5.16,3.29,54.29,25.71,25.71,31.43,28.57
RegressionModel_lags6_lags_past_covariates10_output_chunk_length1.csv,6.81,4.24,37.14,25.71,25.71,14.29,11.43
RegressionModel_lags6_lags_past_covariates6_output_chunk_length1.csv,5.18,3.29,54.29,25.71,25.71,31.43,28.57
TransformerModel_input_chunk_length1_n_epochs15_output_chunk_length1.csv,29.6,14.46,40.0,40.0,40.0,5.71,2.86
TransformerModel_input_chunk_length3_n_epochs15_output_chunk_length1.csv,26.21,13.69,40.0,40.0,40.0,5.71,2.86
TransformerModel_input_chunk_length5_n_epochs15_output_chunk_length1.csv,26.31,13.51,37.14,34.29,34.29,8.57,5.71
XGBModel_lags10_lags_past_covariates10_output_chunk_length1.csv,5.6,3.28,65.71,34.29,34.29,31.43,31.43
XGBModel_lags10_lags_past_covariates2_output_chunk_length1.csv,4.55,2.91,65.71,28.57,28.57,37.14,37.14
XGBModel_lags10_lags_past_covariates6_output_chunk_length1.csv,4.43,2.57,60.0,28.57,25.71,34.29,34.29
XGBModel_lags2_lags_past_covariates10_output_chunk_length1.csv,5.38,3.05,65.71,34.29,34.29,31.43,31.43
XGBModel_lags2_lags_past_covariates2_output_chunk_length1.csv,4.52,2.73,51.43,25.71,25.71,28.57,25.71
XGBModel_lags2_lags_past_covariates6_output_chunk_length1.csv,4.96,3.01,48.57,25.71,25.71,22.86,22.86
XGBModel_lags6_lags_past_covariates10_output_chunk_length1.csv,5.61,3.2,62.86,31.43,31.43,31.43,31.43
XGBModel_lags6_lags_past_covariates2_output_chunk_length1.csv,3.76,2.59,60.0,25.71,25.71,37.14,34.29
XGBModel_lags6_lags_past_covariates6_output_chunk_length1.csv,5.0,3.04,48.57,25.71,25.71,22.86,22.86
