param,mape,rmse,da[0:0],da[0:-5],da[0:-10],da[5:0],da[10:0]
BlockRNNModel_input_chunk_length1_modelLSTM_n_epochs15_output_chunk_length1.csv,7.49,4.17,54.29,22.86,14.29,42.86,40.0
BlockRNNModel_input_chunk_length3_modelLSTM_n_epochs15_output_chunk_length1.csv,10.35,5.19,57.14,25.71,17.14,42.86,40.0
BlockRNNModel_input_chunk_length5_modelLSTM_n_epochs15_output_chunk_length1.csv,7.99,4.28,68.57,20.0,11.43,60.0,57.14
TransformerModel_input_chunk_length1_n_epochs15_output_chunk_length1.csv,7.02,4.12,60.0,22.86,14.29,48.57,45.71
TransformerModel_input_chunk_length3_n_epochs15_output_chunk_length1.csv,7.57,4.31,62.86,22.86,14.29,51.43,48.57
TransformerModel_input_chunk_length5_n_epochs15_output_chunk_length1.csv,7.66,4.31,62.86,25.71,20.0,48.57,45.71
XGBModel_lags10_lags_past_covariates10_output_chunk_length1.csv,4.79,2.68,54.29,22.86,17.14,37.14,37.14
XGBModel_lags10_lags_past_covariates2_output_chunk_length1.csv,4.95,2.9,48.57,20.0,17.14,31.43,31.43
XGBModel_lags10_lags_past_covariates6_output_chunk_length1.csv,4.29,2.44,60.0,28.57,22.86,40.0,37.14
XGBModel_lags2_lags_past_covariates10_output_chunk_length1.csv,4.61,2.6,54.29,22.86,17.14,37.14,37.14
XGBModel_lags2_lags_past_covariates2_output_chunk_length1.csv,4.86,3.1,65.71,25.71,22.86,42.86,42.86
XGBModel_lags2_lags_past_covariates6_output_chunk_length1.csv,4.5,2.54,51.43,25.71,20.0,34.29,31.43
XGBModel_lags6_lags_past_covariates10_output_chunk_length1.csv,4.72,2.65,54.29,22.86,17.14,37.14,37.14
XGBModel_lags6_lags_past_covariates2_output_chunk_length1.csv,4.59,2.81,60.0,22.86,20.0,40.0,40.0
XGBModel_lags6_lags_past_covariates6_output_chunk_length1.csv,4.44,2.56,51.43,25.71,20.0,34.29,31.43
