param,mape,rmse,da[0:0],da[0:-5],da[0:-10],da[5:0],da[10:0]
BlockRNNModel_input_chunk_length1_modelLSTM_n_epochs15_output_chunk_length1.csv,16.2,1.49,45.71,45.71,45.71,0.0,0.0
BlockRNNModel_input_chunk_length3_modelLSTM_n_epochs15_output_chunk_length1.csv,17.24,1.57,45.71,45.71,45.71,0.0,0.0
BlockRNNModel_input_chunk_length5_modelLSTM_n_epochs15_output_chunk_length1.csv,18.91,1.76,45.71,45.71,45.71,0.0,0.0
TransformerModel_input_chunk_length1_n_epochs15_output_chunk_length1.csv,17.01,1.51,45.71,45.71,45.71,0.0,0.0
TransformerModel_input_chunk_length3_n_epochs15_output_chunk_length1.csv,16.89,1.65,45.71,45.71,45.71,0.0,0.0
TransformerModel_input_chunk_length5_n_epochs15_output_chunk_length1.csv,16.04,1.54,45.71,45.71,45.71,0.0,0.0
XGBModel_lags10_lags_past_covariates10_output_chunk_length1.csv,2.3,0.24,60.0,31.43,31.43,28.57,28.57
XGBModel_lags10_lags_past_covariates2_output_chunk_length1.csv,2.23,0.23,51.43,34.29,34.29,17.14,17.14
XGBModel_lags10_lags_past_covariates6_output_chunk_length1.csv,2.31,0.24,65.71,40.0,40.0,25.71,25.71
XGBModel_lags2_lags_past_covariates10_output_chunk_length1.csv,2.33,0.25,65.71,34.29,34.29,31.43,31.43
XGBModel_lags2_lags_past_covariates2_output_chunk_length1.csv,2.45,0.28,57.14,25.71,25.71,31.43,31.43
XGBModel_lags2_lags_past_covariates6_output_chunk_length1.csv,2.3,0.25,54.29,22.86,22.86,31.43,31.43
XGBModel_lags6_lags_past_covariates10_output_chunk_length1.csv,2.43,0.25,62.86,34.29,34.29,28.57,28.57
XGBModel_lags6_lags_past_covariates2_output_chunk_length1.csv,2.24,0.24,62.86,28.57,28.57,34.29,34.29
XGBModel_lags6_lags_past_covariates6_output_chunk_length1.csv,2.29,0.25,54.29,22.86,22.86,31.43,31.43
