param,mape,rmse,da[0:0],da[0:-5],da[0:-10],da[5:0],da[10:0]
BlockRNNModel_input_chunk_length1_modelLSTM_n_epochs15_output_chunk_length1.csv,7.77,21.88,65.71,25.71,20.0,45.71,45.71
BlockRNNModel_input_chunk_length3_modelLSTM_n_epochs15_output_chunk_length1.csv,7.41,21.23,68.57,25.71,20.0,48.57,48.57
BlockRNNModel_input_chunk_length5_modelLSTM_n_epochs15_output_chunk_length1.csv,7.55,21.91,68.57,20.0,14.29,54.29,54.29
LinearRegressionModel_lags10_lags_past_covariates10_output_chunk_length1.csv,3.15,8.53,68.57,20.0,20.0,48.57,48.57
LinearRegressionModel_lags10_lags_past_covariates2_output_chunk_length1.csv,3.31,9.14,54.29,14.29,14.29,40.0,40.0
LinearRegressionModel_lags10_lags_past_covariates6_output_chunk_length1.csv,3.42,8.78,57.14,14.29,14.29,42.86,42.86
LinearRegressionModel_lags2_lags_past_covariates10_output_chunk_length1.csv,3.15,8.53,68.57,20.0,20.0,48.57,48.57
LinearRegressionModel_lags2_lags_past_covariates2_output_chunk_length1.csv,3.45,9.09,54.29,17.14,17.14,37.14,37.14
LinearRegressionModel_lags2_lags_past_covariates6_output_chunk_length1.csv,3.37,8.81,57.14,14.29,14.29,42.86,42.86
LinearRegressionModel_lags6_lags_past_covariates10_output_chunk_length1.csv,3.15,8.53,68.57,20.0,20.0,48.57,48.57
LinearRegressionModel_lags6_lags_past_covariates2_output_chunk_length1.csv,3.26,9.15,57.14,20.0,20.0,37.14,37.14
LinearRegressionModel_lags6_lags_past_covariates6_output_chunk_length1.csv,3.39,8.84,60.0,14.29,14.29,45.71,45.71
RandomForest_lags10_lags_past_covariates10_output_chunk_length1.csv,2.35,6.47,68.57,37.14,37.14,31.43,31.43
RandomForest_lags10_lags_past_covariates2_output_chunk_length1.csv,2.19,6.3,77.14,37.14,37.14,40.0,40.0
RandomForest_lags10_lags_past_covariates6_output_chunk_length1.csv,2.37,6.55,68.57,31.43,31.43,37.14,37.14
RandomForest_lags2_lags_past_covariates10_output_chunk_length1.csv,2.46,6.55,71.43,37.14,37.14,34.29,34.29
RandomForest_lags2_lags_past_covariates2_output_chunk_length1.csv,2.19,6.31,77.14,34.29,34.29,42.86,42.86
RandomForest_lags2_lags_past_covariates6_output_chunk_length1.csv,2.32,6.55,71.43,34.29,34.29,37.14,37.14
RandomForest_lags6_lags_past_covariates10_output_chunk_length1.csv,2.44,6.66,65.71,37.14,37.14,28.57,28.57
RandomForest_lags6_lags_past_covariates2_output_chunk_length1.csv,2.26,6.65,77.14,34.29,34.29,42.86,42.86
RandomForest_lags6_lags_past_covariates6_output_chunk_length1.csv,2.37,6.71,74.29,34.29,34.29,40.0,40.0
RegressionModel_lags10_lags_past_covariates10_output_chunk_length1.csv,3.15,8.53,68.57,20.0,20.0,48.57,48.57
RegressionModel_lags10_lags_past_covariates2_output_chunk_length1.csv,3.31,9.14,54.29,14.29,14.29,40.0,40.0
RegressionModel_lags10_lags_past_covariates6_output_chunk_length1.csv,3.42,8.78,57.14,14.29,14.29,42.86,42.86
RegressionModel_lags2_lags_past_covariates10_output_chunk_length1.csv,3.15,8.53,68.57,20.0,20.0,48.57,48.57
RegressionModel_lags2_lags_past_covariates2_output_chunk_length1.csv,3.45,9.09,54.29,17.14,17.14,37.14,37.14
RegressionModel_lags2_lags_past_covariates6_output_chunk_length1.csv,3.37,8.81,57.14,14.29,14.29,42.86,42.86
RegressionModel_lags6_lags_past_covariates10_output_chunk_length1.csv,3.15,8.53,68.57,20.0,20.0,48.57,48.57
RegressionModel_lags6_lags_past_covariates2_output_chunk_length1.csv,3.26,9.15,57.14,20.0,20.0,37.14,37.14
RegressionModel_lags6_lags_past_covariates6_output_chunk_length1.csv,3.39,8.84,60.0,14.29,14.29,45.71,45.71
TransformerModel_input_chunk_length1_n_epochs15_output_chunk_length1.csv,7.78,21.79,62.86,22.86,17.14,45.71,45.71
TransformerModel_input_chunk_length3_n_epochs15_output_chunk_length1.csv,7.3,21.73,65.71,22.86,17.14,48.57,48.57
TransformerModel_input_chunk_length5_n_epochs15_output_chunk_length1.csv,8.25,22.62,71.43,17.14,14.29,57.14,57.14
XGBModel_lags10_lags_past_covariates10_output_chunk_length1.csv,2.78,7.57,77.14,31.43,31.43,45.71,45.71
XGBModel_lags10_lags_past_covariates2_output_chunk_length1.csv,2.45,6.92,74.29,28.57,28.57,45.71,45.71
XGBModel_lags10_lags_past_covariates6_output_chunk_length1.csv,2.59,7.33,60.0,25.71,25.71,34.29,34.29
XGBModel_lags2_lags_past_covariates10_output_chunk_length1.csv,2.8,7.64,71.43,28.57,28.57,42.86,42.86
XGBModel_lags2_lags_past_covariates2_output_chunk_length1.csv,2.52,7.1,71.43,37.14,37.14,34.29,34.29
XGBModel_lags2_lags_past_covariates6_output_chunk_length1.csv,2.83,7.67,60.0,28.57,28.57,31.43,31.43
XGBModel_lags6_lags_past_covariates10_output_chunk_length1.csv,2.87,7.72,71.43,28.57,28.57,42.86,42.86
XGBModel_lags6_lags_past_covariates2_output_chunk_length1.csv,2.32,7.16,71.43,34.29,34.29,37.14,37.14
XGBModel_lags6_lags_past_covariates6_output_chunk_length1.csv,2.82,7.73,60.0,28.57,28.57,31.43,31.43
