param,mape,rmse,da[0:0],da[0:-5],da[0:-10],da[5:0],da[10:0]
BlockRNNModel_input_chunk_length12_modelLSTM_n_epochs15_output_chunk_length1.csv,8.3,4.55,54.29,14.29,5.71,48.57,48.57
BlockRNNModel_input_chunk_length16_modelLSTM_n_epochs15_output_chunk_length1.csv,9.72,5.54,60.0,17.14,8.57,54.29,51.43
BlockRNNModel_input_chunk_length1_modelLSTM_n_epochs15_output_chunk_length1.csv,8.06,4.45,51.43,14.29,5.71,48.57,45.71
BlockRNNModel_input_chunk_length20_modelLSTM_n_epochs15_output_chunk_length1.csv,10.46,5.62,54.29,11.43,5.71,51.43,51.43
BlockRNNModel_input_chunk_length24_modelLSTM_n_epochs15_output_chunk_length1.csv,11.98,6.54,54.29,17.14,11.43,48.57,45.71
BlockRNNModel_input_chunk_length2_modelLSTM_n_epochs15_output_chunk_length1.csv,8.6,4.67,51.43,20.0,11.43,45.71,42.86
BlockRNNModel_input_chunk_length3_modelLSTM_n_epochs15_output_chunk_length1.csv,7.6,4.21,54.29,20.0,11.43,45.71,42.86
BlockRNNModel_input_chunk_length4_modelLSTM_n_epochs15_output_chunk_length1.csv,8.92,4.64,51.43,20.0,11.43,42.86,40.0
BlockRNNModel_input_chunk_length8_modelLSTM_n_epochs15_output_chunk_length1.csv,9.03,4.86,54.29,20.0,14.29,45.71,42.86
LinearRegressionModel_lags12_lags_past_covariates12_output_chunk_length1.csv,4.85,2.73,37.14,14.29,11.43,25.71,25.71
LinearRegressionModel_lags12_lags_past_covariates16_output_chunk_length1.csv,4.83,2.73,48.57,14.29,11.43,40.0,37.14
LinearRegressionModel_lags12_lags_past_covariates1_output_chunk_length1.csv,5.7,3.3,37.14,20.0,20.0,17.14,17.14
LinearRegressionModel_lags12_lags_past_covariates20_output_chunk_length1.csv,6.46,3.77,54.29,8.57,5.71,48.57,48.57
LinearRegressionModel_lags12_lags_past_covariates24_output_chunk_length1.csv,8.33,4.85,54.29,14.29,8.57,45.71,45.71
LinearRegressionModel_lags12_lags_past_covariates2_output_chunk_length1.csv,4.79,2.82,54.29,28.57,25.71,37.14,31.43
LinearRegressionModel_lags12_lags_past_covariates3_output_chunk_length1.csv,4.63,2.68,48.57,22.86,22.86,28.57,25.71
LinearRegressionModel_lags12_lags_past_covariates4_output_chunk_length1.csv,4.17,2.37,34.29,14.29,14.29,20.0,20.0
LinearRegressionModel_lags12_lags_past_covariates8_output_chunk_length1.csv,4.45,2.59,40.0,17.14,14.29,25.71,25.71
LinearRegressionModel_lags16_lags_past_covariates12_output_chunk_length1.csv,4.77,2.67,34.29,14.29,11.43,25.71,22.86
LinearRegressionModel_lags16_lags_past_covariates16_output_chunk_length1.csv,4.83,2.73,48.57,14.29,11.43,40.0,37.14
LinearRegressionModel_lags16_lags_past_covariates1_output_chunk_length1.csv,5.88,3.34,34.29,20.0,20.0,14.29,14.29
LinearRegressionModel_lags16_lags_past_covariates20_output_chunk_length1.csv,6.46,3.77,54.29,8.57,5.71,48.57,48.57
LinearRegressionModel_lags16_lags_past_covariates24_output_chunk_length1.csv,8.33,4.85,54.29,14.29,8.57,45.71,45.71
LinearRegressionModel_lags16_lags_past_covariates2_output_chunk_length1.csv,4.72,2.79,57.14,25.71,22.86,40.0,34.29
LinearRegressionModel_lags16_lags_past_covariates3_output_chunk_length1.csv,4.61,2.58,48.57,22.86,22.86,28.57,25.71
LinearRegressionModel_lags16_lags_past_covariates4_output_chunk_length1.csv,4.15,2.33,34.29,17.14,17.14,17.14,17.14
LinearRegressionModel_lags16_lags_past_covariates8_output_chunk_length1.csv,4.48,2.57,40.0,17.14,14.29,28.57,25.71
LinearRegressionModel_lags1_lags_past_covariates12_output_chunk_length1.csv,4.85,2.73,37.14,14.29,11.43,25.71,25.71
LinearRegressionModel_lags1_lags_past_covariates16_output_chunk_length1.csv,4.83,2.73,48.57,14.29,11.43,40.0,37.14
LinearRegressionModel_lags1_lags_past_covariates1_output_chunk_length1.csv,5.4,3.13,45.71,28.57,28.57,17.14,17.14
LinearRegressionModel_lags1_lags_past_covariates20_output_chunk_length1.csv,6.46,3.77,54.29,8.57,5.71,48.57,48.57
LinearRegressionModel_lags1_lags_past_covariates24_output_chunk_length1.csv,8.33,4.85,54.29,14.29,8.57,45.71,45.71
LinearRegressionModel_lags1_lags_past_covariates2_output_chunk_length1.csv,4.62,2.74,51.43,25.71,22.86,34.29,28.57
LinearRegressionModel_lags1_lags_past_covariates3_output_chunk_length1.csv,4.66,2.68,45.71,22.86,22.86,25.71,22.86
LinearRegressionModel_lags1_lags_past_covariates4_output_chunk_length1.csv,4.28,2.38,40.0,17.14,17.14,22.86,22.86
LinearRegressionModel_lags1_lags_past_covariates8_output_chunk_length1.csv,4.47,2.62,40.0,17.14,14.29,25.71,25.71
LinearRegressionModel_lags20_lags_past_covariates12_output_chunk_length1.csv,4.84,2.71,34.29,11.43,8.57,28.57,25.71
LinearRegressionModel_lags20_lags_past_covariates16_output_chunk_length1.csv,4.91,2.8,51.43,14.29,11.43,45.71,40.0
LinearRegressionModel_lags20_lags_past_covariates1_output_chunk_length1.csv,5.69,3.28,40.0,20.0,20.0,20.0,20.0
LinearRegressionModel_lags20_lags_past_covariates20_output_chunk_length1.csv,6.46,3.77,54.29,8.57,5.71,48.57,48.57
LinearRegressionModel_lags20_lags_past_covariates24_output_chunk_length1.csv,8.33,4.85,54.29,14.29,8.57,45.71,45.71
LinearRegressionModel_lags20_lags_past_covariates2_output_chunk_length1.csv,4.78,2.83,54.29,22.86,22.86,37.14,31.43
LinearRegressionModel_lags20_lags_past_covariates3_output_chunk_length1.csv,4.59,2.58,45.71,22.86,22.86,25.71,22.86
LinearRegressionModel_lags20_lags_past_covariates4_output_chunk_length1.csv,4.2,2.35,37.14,20.0,20.0,20.0,17.14
LinearRegressionModel_lags20_lags_past_covariates8_output_chunk_length1.csv,4.41,2.56,37.14,17.14,14.29,25.71,22.86
LinearRegressionModel_lags24_lags_past_covariates12_output_chunk_length1.csv,4.73,2.77,40.0,14.29,11.43,31.43,28.57
LinearRegressionModel_lags24_lags_past_covariates16_output_chunk_length1.csv,4.84,2.82,51.43,14.29,11.43,48.57,42.86
LinearRegressionModel_lags24_lags_past_covariates1_output_chunk_length1.csv,5.69,3.27,40.0,20.0,20.0,20.0,20.0
LinearRegressionModel_lags24_lags_past_covariates20_output_chunk_length1.csv,6.74,3.98,57.14,14.29,11.43,45.71,45.71
LinearRegressionModel_lags24_lags_past_covariates24_output_chunk_length1.csv,8.33,4.85,54.29,14.29,8.57,45.71,45.71
LinearRegressionModel_lags24_lags_past_covariates2_output_chunk_length1.csv,4.81,2.79,60.0,20.0,20.0,42.86,40.0
LinearRegressionModel_lags24_lags_past_covariates3_output_chunk_length1.csv,4.45,2.54,45.71,22.86,22.86,22.86,22.86
LinearRegressionModel_lags24_lags_past_covariates4_output_chunk_length1.csv,4.03,2.32,42.86,17.14,17.14,25.71,25.71
LinearRegressionModel_lags24_lags_past_covariates8_output_chunk_length1.csv,4.69,2.84,45.71,17.14,14.29,31.43,31.43
LinearRegressionModel_lags2_lags_past_covariates12_output_chunk_length1.csv,4.87,2.74,37.14,14.29,11.43,25.71,25.71
LinearRegressionModel_lags2_lags_past_covariates16_output_chunk_length1.csv,4.83,2.73,48.57,14.29,11.43,40.0,37.14
LinearRegressionModel_lags2_lags_past_covariates1_output_chunk_length1.csv,5.46,3.17,40.0,25.71,25.71,14.29,14.29
