param,mape,rmse,da[0:0],da[0:-5],da[0:-10],da[5:0],da[10:0]
BlockRNNModel_input_chunk_length1_modelLSTM_n_epochs15_output_chunk_length1.csv,18.24,45.31,54.29,17.14,14.29,42.86,40.0
BlockRNNModel_input_chunk_length3_modelLSTM_n_epochs15_output_chunk_length1.csv,18.36,46.28,54.29,17.14,14.29,42.86,40.0
BlockRNNModel_input_chunk_length5_modelLSTM_n_epochs15_output_chunk_length1.csv,18.18,44.61,51.43,14.29,11.43,42.86,40.0
LinearRegressionModel_lags10_lags_past_covariates10_output_chunk_length1.csv,4.29,10.59,48.57,28.57,28.57,20.0,20.0
LinearRegressionModel_lags10_lags_past_covariates2_output_chunk_length1.csv,33.27,110.4,57.14,31.43,31.43,31.43,28.57
LinearRegressionModel_lags10_lags_past_covariates6_output_chunk_length1.csv,5.9,12.81,42.86,20.0,20.0,22.86,22.86
LinearRegressionModel_lags2_lags_past_covariates10_output_chunk_length1.csv,4.29,10.59,48.57,28.57,28.57,20.0,20.0
LinearRegressionModel_lags2_lags_past_covariates2_output_chunk_length1.csv,11.12,35.94,45.71,17.14,17.14,28.57,28.57
LinearRegressionModel_lags2_lags_past_covariates6_output_chunk_length1.csv,6.42,14.28,40.0,17.14,17.14,22.86,22.86
LinearRegressionModel_lags6_lags_past_covariates10_output_chunk_length1.csv,4.29,10.59,48.57,28.57,28.57,20.0,20.0
LinearRegressionModel_lags6_lags_past_covariates2_output_chunk_length1.csv,15.34,39.33,45.71,20.0,20.0,25.71,25.71
LinearRegressionModel_lags6_lags_past_covariates6_output_chunk_length1.csv,6.42,14.28,40.0,17.14,17.14,22.86,22.86
RandomForest_lags10_lags_past_covariates10_output_chunk_length1.csv,4.62,11.34,60.0,28.57,28.57,34.29,31.43
RandomForest_lags10_lags_past_covariates2_output_chunk_length1.csv,3.98,10.12,54.29,22.86,22.86,31.43,31.43
RandomForest_lags10_lags_past_covariates6_output_chunk_length1.csv,4.42,11.32,62.86,28.57,28.57,34.29,34.29
RandomForest_lags2_lags_past_covariates10_output_chunk_length1.csv,4.82,11.78,60.0,28.57,28.57,34.29,31.43
RandomForest_lags2_lags_past_covariates2_output_chunk_length1.csv,3.66,9.55,54.29,20.0,20.0,34.29,34.29
RandomForest_lags2_lags_past_covariates6_output_chunk_length1.csv,4.09,10.12,48.57,20.0,20.0,28.57,28.57
RandomForest_lags6_lags_past_covariates10_output_chunk_length1.csv,4.58,11.36,60.0,25.71,25.71,37.14,34.29
RandomForest_lags6_lags_past_covariates2_output_chunk_length1.csv,3.8,9.8,57.14,22.86,22.86,34.29,34.29
RandomForest_lags6_lags_past_covariates6_output_chunk_length1.csv,4.19,10.39,51.43,20.0,20.0,31.43,31.43
RegressionModel_lags10_lags_past_covariates10_output_chunk_length1.csv,4.29,10.59,48.57,28.57,28.57,20.0,20.0
RegressionModel_lags10_lags_past_covariates2_output_chunk_length1.csv,33.27,110.4,57.14,31.43,31.43,31.43,28.57
RegressionModel_lags10_lags_past_covariates6_output_chunk_length1.csv,5.9,12.81,42.86,20.0,20.0,22.86,22.86
RegressionModel_lags2_lags_past_covariates10_output_chunk_length1.csv,4.29,10.59,48.57,28.57,28.57,20.0,20.0
RegressionModel_lags2_lags_past_covariates2_output_chunk_length1.csv,11.12,35.94,45.71,17.14,17.14,28.57,28.57
RegressionModel_lags2_lags_past_covariates6_output_chunk_length1.csv,6.42,14.28,40.0,17.14,17.14,22.86,22.86
RegressionModel_lags6_lags_past_covariates10_output_chunk_length1.csv,4.29,10.59,48.57,28.57,28.57,20.0,20.0
RegressionModel_lags6_lags_past_covariates2_output_chunk_length1.csv,15.34,39.33,45.71,20.0,20.0,25.71,25.71
RegressionModel_lags6_lags_past_covariates6_output_chunk_length1.csv,6.42,14.28,40.0,17.14,17.14,22.86,22.86
TransformerModel_input_chunk_length1_n_epochs15_output_chunk_length1.csv,18.19,44.94,54.29,17.14,14.29,42.86,40.0
TransformerModel_input_chunk_length3_n_epochs15_output_chunk_length1.csv,18.14,44.85,54.29,17.14,14.29,42.86,40.0
TransformerModel_input_chunk_length5_n_epochs15_output_chunk_length1.csv,18.58,45.68,51.43,14.29,11.43,42.86,40.0
XGBModel_lags10_lags_past_covariates10_output_chunk_length1.csv,5.42,13.08,71.43,34.29,34.29,40.0,37.14
XGBModel_lags10_lags_past_covariates2_output_chunk_length1.csv,3.86,9.96,54.29,20.0,20.0,37.14,34.29
XGBModel_lags10_lags_past_covariates6_output_chunk_length1.csv,3.9,10.18,57.14,25.71,25.71,34.29,31.43
XGBModel_lags2_lags_past_covariates10_output_chunk_length1.csv,5.34,13.19,74.29,34.29,34.29,40.0,40.0
XGBModel_lags2_lags_past_covariates2_output_chunk_length1.csv,3.77,9.89,54.29,17.14,17.14,40.0,37.14
XGBModel_lags2_lags_past_covariates6_output_chunk_length1.csv,4.42,11.13,57.14,22.86,22.86,34.29,34.29
XGBModel_lags6_lags_past_covariates10_output_chunk_length1.csv,5.29,12.72,71.43,34.29,34.29,40.0,37.14
XGBModel_lags6_lags_past_covariates2_output_chunk_length1.csv,3.68,10.36,60.0,25.71,25.71,37.14,34.29
XGBModel_lags6_lags_past_covariates6_output_chunk_length1.csv,4.17,10.19,57.14,22.86,22.86,34.29,34.29
