param,mape,rmse,da[0:0],da[0:-5],da[0:-10],da[5:0],da[10:0]
BlockRNNModel_input_chunk_length1_modelLSTM_n_epochs15_output_chunk_length1.csv,17.77,44.63,54.29,17.14,14.29,42.86,40.0
BlockRNNModel_input_chunk_length3_modelLSTM_n_epochs15_output_chunk_length1.csv,18.16,45.1,57.14,20.0,17.14,42.86,40.0
BlockRNNModel_input_chunk_length5_modelLSTM_n_epochs15_output_chunk_length1.csv,18.68,45.38,51.43,14.29,11.43,42.86,40.0
LinearRegressionModel_lags10_lags_past_covariates10_output_chunk_length1.csv,3.16,8.06,65.71,40.0,40.0,25.71,25.71
LinearRegressionModel_lags10_lags_past_covariates2_output_chunk_length1.csv,5.21,11.73,45.71,28.57,28.57,22.86,17.14
LinearRegressionModel_lags10_lags_past_covariates6_output_chunk_length1.csv,3.67,8.48,54.29,34.29,34.29,20.0,20.0
LinearRegressionModel_lags2_lags_past_covariates10_output_chunk_length1.csv,3.16,8.06,65.71,40.0,40.0,25.71,25.71
LinearRegressionModel_lags2_lags_past_covariates2_output_chunk_length1.csv,5.04,11.09,42.86,25.71,25.71,22.86,17.14
LinearRegressionModel_lags2_lags_past_covariates6_output_chunk_length1.csv,3.52,8.33,57.14,37.14,37.14,20.0,20.0
LinearRegressionModel_lags6_lags_past_covariates10_output_chunk_length1.csv,3.16,8.06,65.71,40.0,40.0,25.71,25.71
LinearRegressionModel_lags6_lags_past_covariates2_output_chunk_length1.csv,5.12,11.37,45.71,28.57,28.57,20.0,17.14
LinearRegressionModel_lags6_lags_past_covariates6_output_chunk_length1.csv,3.53,8.35,54.29,34.29,34.29,20.0,20.0
RandomForest_lags10_lags_past_covariates10_output_chunk_length1.csv,4.85,12.0,57.14,25.71,25.71,34.29,31.43
RandomForest_lags10_lags_past_covariates2_output_chunk_length1.csv,4.05,10.36,54.29,22.86,22.86,31.43,31.43
RandomForest_lags10_lags_past_covariates6_output_chunk_length1.csv,4.73,11.5,57.14,28.57,28.57,28.57,28.57
RandomForest_lags2_lags_past_covariates10_output_chunk_length1.csv,4.91,11.89,62.86,31.43,31.43,34.29,31.43
RandomForest_lags2_lags_past_covariates2_output_chunk_length1.csv,3.86,9.5,57.14,25.71,25.71,31.43,31.43
RandomForest_lags2_lags_past_covariates6_output_chunk_length1.csv,4.27,10.24,54.29,22.86,22.86,31.43,31.43
RandomForest_lags6_lags_past_covariates10_output_chunk_length1.csv,4.83,11.8,62.86,31.43,31.43,34.29,31.43
RandomForest_lags6_lags_past_covariates2_output_chunk_length1.csv,3.87,9.54,57.14,25.71,25.71,31.43,31.43
RandomForest_lags6_lags_past_covariates6_output_chunk_length1.csv,4.15,10.07,54.29,22.86,22.86,31.43,31.43
RegressionModel_lags10_lags_past_covariates10_output_chunk_length1.csv,3.16,8.06,65.71,40.0,40.0,25.71,25.71
RegressionModel_lags10_lags_past_covariates2_output_chunk_length1.csv,5.21,11.73,45.71,28.57,28.57,22.86,17.14
RegressionModel_lags10_lags_past_covariates6_output_chunk_length1.csv,3.67,8.48,54.29,34.29,34.29,20.0,20.0
RegressionModel_lags2_lags_past_covariates10_output_chunk_length1.csv,3.16,8.06,65.71,40.0,40.0,25.71,25.71
RegressionModel_lags2_lags_past_covariates2_output_chunk_length1.csv,5.04,11.09,42.86,25.71,25.71,22.86,17.14
RegressionModel_lags2_lags_past_covariates6_output_chunk_length1.csv,3.52,8.33,57.14,37.14,37.14,20.0,20.0
RegressionModel_lags6_lags_past_covariates10_output_chunk_length1.csv,3.16,8.06,65.71,40.0,40.0,25.71,25.71
RegressionModel_lags6_lags_past_covariates2_output_chunk_length1.csv,5.12,11.37,45.71,28.57,28.57,20.0,17.14
RegressionModel_lags6_lags_past_covariates6_output_chunk_length1.csv,3.53,8.35,54.29,34.29,34.29,20.0,20.0
TransformerModel_input_chunk_length1_n_epochs15_output_chunk_length1.csv,17.84,44.07,54.29,17.14,14.29,42.86,40.0
TransformerModel_input_chunk_length3_n_epochs15_output_chunk_length1.csv,18.43,45.73,54.29,17.14,14.29,42.86,40.0
TransformerModel_input_chunk_length5_n_epochs15_output_chunk_length1.csv,18.82,46.01,51.43,14.29,11.43,42.86,40.0
XGBModel_lags10_lags_past_covariates10_output_chunk_length1.csv,5.31,12.89,71.43,34.29,34.29,37.14,37.14
XGBModel_lags10_lags_past_covariates2_output_chunk_length1.csv,3.93,9.86,57.14,28.57,28.57,28.57,28.57
XGBModel_lags10_lags_past_covariates6_output_chunk_length1.csv,4.41,10.9,54.29,20.0,20.0,37.14,34.29
XGBModel_lags2_lags_past_covariates10_output_chunk_length1.csv,5.29,13.3,74.29,34.29,34.29,40.0,40.0
XGBModel_lags2_lags_past_covariates2_output_chunk_length1.csv,4.35,10.51,51.43,20.0,20.0,31.43,31.43
XGBModel_lags2_lags_past_covariates6_output_chunk_length1.csv,4.64,11.66,48.57,17.14,17.14,34.29,31.43
XGBModel_lags6_lags_past_covariates10_output_chunk_length1.csv,5.04,12.25,74.29,37.14,37.14,37.14,37.14
XGBModel_lags6_lags_past_covariates2_output_chunk_length1.csv,4.05,9.92,60.0,28.57,28.57,31.43,31.43
XGBModel_lags6_lags_past_covariates6_output_chunk_length1.csv,4.47,10.79,48.57,20.0,20.0,31.43,28.57
